movie_title,genres,actor_1_name,actor_2_name,title_year,country,movie_imdb_link
Mrs Henderson Presents,Comedy|Drama|Music|War,Bob Hoskins,Christopher Guest,2005,UK,http://www.imdb.com/title/tt0413015/?ref_=fn_tt_tt_1
Triple 9,Action|Crime|Drama|Thriller,Kate Winslet,Norman Reedus,2016,USA,http://www.imdb.com/title/tt1712261/?ref_=fn_tt_tt_1
Deconstructing Harry,Comedy,Woody Allen,Lynn Cohen,1997,USA,http://www.imdb.com/title/tt0118954/?ref_=fn_tt_tt_1
Three to Tango,Comedy|Romance,Matthew Perry,Oliver Platt,1999,Australia,http://www.imdb.com/title/tt0144640/?ref_=fn_tt_tt_1
Burnt,Comedy|Drama,Bradley Cooper,Omar Sy,2015,USA,http://www.imdb.com/title/tt2503944/?ref_=fn_tt_tt_1
Were No Angels,Comedy|Crime,Robert De Niro,Demi Moore,1989,USA,http://www.imdb.com/title/tt0098625/?ref_=fn_tt_tt_1
Everyone Says I Love You,Comedy|Musical|Romance,Natasha Lyonne,Gaby Hoffmann,1996,USA,http://www.imdb.com/title/tt0116242/?ref_=fn_tt_tt_1
Death at a Funeral,Comedy,Peter Dinklage,Ewen Bremner,2007,USA,http://www.imdb.com/title/tt0795368/?ref_=fn_tt_tt_1
Death Sentence,Action|Crime|Thriller,Aisha Tyler,Kelly Preston,2007,USA,http://www.imdb.com/title/tt0804461/?ref_=fn_tt_tt_1
Everybodys Fine,Adventure|Drama,Robert De Niro,James Frain,2009,USA,http://www.imdb.com/title/tt0780511/?ref_=fn_tt_tt_1
Superbabies: Baby Geniuses 2,Comedy|Family|Sci-Fi,Scott Baio,Vanessa Angel,2004,Germany,http://www.imdb.com/title/tt0270846/?ref_=fn_tt_tt_1
The Man,Action|Comedy|Crime,Miguel Ferrer,Susie Essman,2005,Germany,http://www.imdb.com/title/tt0399327/?ref_=fn_tt_tt_1
Code Name: The Cleaner,Action|Comedy|Crime,Callum Rennie,Will Patton,2007,USA,http://www.imdb.com/title/tt0462229/?ref_=fn_tt_tt_1
Connie and Carla,Comedy|Crime|Music,Debbie Reynolds,Nia Vardalos,2004,USA,http://www.imdb.com/title/tt0345074/?ref_=fn_tt_tt_1
Sweet Charity,Comedy|Drama|Music|Musical|Romance,Sammy Davis Jr.,Ricardo Montalban,1969,USA,http://www.imdb.com/title/tt0065054/?ref_=fn_tt_tt_1
Inherent Vice,Comedy|Crime|Drama|Mystery|Romance,Martin Dew,Katherine Waterston,2014,USA,http://www.imdb.com/title/tt1791528/?ref_=fn_tt_tt_1
Doogal,Adventure|Animation|Comedy|Family|Fantasy,Jimmy Fallon,Kylie Minogue,2006,USA,http://www.imdb.com/title/tt0763304/?ref_=fn_tt_tt_1
Battle of the Year,Drama|Music,Chris Brown,Caity Lotz,2013,USA,http://www.imdb.com/title/tt1532958/?ref_=fn_tt_tt_1
Perception            ,Crime|Drama|Mystery|Thriller,LeVar Burton,Eric McCormack,,USA,http://www.imdb.com/title/tt1714204/?ref_=fn_tt_tt_1
An American Carol,Comedy|Fantasy,Chriss Anglin,Geoffrey Arend,2008,USA,http://www.imdb.com/title/tt1190617/?ref_=fn_tt_tt_1
Machete Kills,Action|Comedy|Crime|Thriller,Alexa PenaVega,DemiA¡n Bichir,2013,Russia,http://www.imdb.com/title/tt2002718/?ref_=fn_tt_tt_1
Willard,Drama|Horror|Sci-Fi|Thriller,Laura Harring,Ty Olsson,2003,Canada,http://www.imdb.com/title/tt0310357/?ref_=fn_tt_tt_1
Strange Wilderness,Adventure|Comedy,Kevin Alejandro,Ashley Scott,2008,USA,http://www.imdb.com/title/tt0489282/?ref_=fn_tt_tt_1
Topsy-Turvy,Biography|Comedy|Drama|History|Music|Musical,Jim Broadbent,Dexter Fletcher,1999,UK,http://www.imdb.com/title/tt0151568/?ref_=fn_tt_tt_1
Little Boy,Drama|War,Tom Wilkinson,Cary-Hiroyuki Tagawa,2015,Mexico,http://www.imdb.com/title/tt1810683/?ref_=fn_tt_tt_1
A Dangerous Method,Biography|Drama|Thriller,Michael Fassbender,Viggo Mortensen,2011,UK,http://www.imdb.com/title/tt1571222/?ref_=fn_tt_tt_1
A Scanner Darkly,Animation|Drama|Mystery|Sci-Fi|Thriller,Robert Downey Jr.,Keanu Reeves,2006,USA,http://www.imdb.com/title/tt0405296/?ref_=fn_tt_tt_1
Chasing Mavericks,Biography|Drama|Sport,Gerard Butler,Abigail Spencer,2012,USA,http://www.imdb.com/title/tt1629757/?ref_=fn_tt_tt_1
Alone in the Dark,Horror|Sci-Fi,Catherine Lough Haggquist,Darren Shahlavi,2005,Canada,http://www.imdb.com/title/tt0369226/?ref_=fn_tt_tt_1
Bandslam,Comedy|Drama|Family|Music|Romance,Scott Porter,Charlie Saxton,2009,USA,http://www.imdb.com/title/tt0976222/?ref_=fn_tt_tt_1
Birth,Drama|Mystery|Romance|Thriller,Cameron Bright,Anne Heche,2004,USA,http://www.imdb.com/title/tt0337876/?ref_=fn_tt_tt_1
A Most Violent Year,Action|Crime|Drama|Thriller,David Oyelowo,Ashley Williams,2014,USA,http://www.imdb.com/title/tt2937898/?ref_=fn_tt_tt_1
Passchendaele,Drama|History|Romance|War,Landon Liboiron,Michael Greyeyes,2008,Canada,http://www.imdb.com/title/tt1092082/?ref_=fn_tt_tt_1
Flash of Genius,Biography|Drama,Dylan Authors,Bill Lake,2008,USA,http://www.imdb.com/title/tt1054588/?ref_=fn_tt_tt_1
Im Not There.,Biography|Drama|Music,Christian Bale,Heath Ledger,2007,USA,http://www.imdb.com/title/tt0368794/?ref_=fn_tt_tt_1
The Cold Light of Day,Action|Thriller,Henry Cavill,Bruce Willis,2012,USA,http://www.imdb.com/title/tt1366365/?ref_=fn_tt_tt_1
The Brothers Bloom,Adventure|Comedy|Drama|Romance,Zachary Gordon,Maximilian Schell,2008,USA,http://www.imdb.com/title/tt0844286/?ref_=fn_tt_tt_1
"Synecdoche, New York",Comedy|Drama|Romance,Philip Seymour Hoffman,Jennifer Jason Leigh,2008,USA,http://www.imdb.com/title/tt0383028/?ref_=fn_tt_tt_1
Princess Mononoke,Adventure|Animation|Fantasy,Minnie Driver,Jada Pinkett Smith,1997,Japan,http://www.imdb.com/title/tt0119698/?ref_=fn_tt_tt_1
Bon voyage,Comedy|Drama|Mystery|Romance|Thriller|War,Isabelle Adjani,Peter Coyote,2003,France,http://www.imdb.com/title/tt0310778/?ref_=fn_tt_tt_1
Cant Stop the Music,Biography|Comedy|Musical,Steve Guttenberg,Randy Jones,1980,USA,http://www.imdb.com/title/tt0080492/?ref_=fn_tt_tt_1
The Proposition,Crime|Drama|Western,Ray Winstone,Noah Taylor,2005,Australia,http://www.imdb.com/title/tt0421238/?ref_=fn_tt_tt_1
Courage,Biography|Drama|Sport,Donny Boaz,Finn Wittrock,2015,USA,http://www.imdb.com/title/tt3719896/?ref_=fn_tt_tt_1
Marci X,Comedy|Music,Damon Wayans,Jane Krakowski,2003,USA,http://www.imdb.com/title/tt0266747/?ref_=fn_tt_tt_1
Equilibrium,Action|Drama|Sci-Fi|Thriller,Christian Bale,Emily Watson,2002,USA,http://www.imdb.com/title/tt0238380/?ref_=fn_tt_tt_1
The Children of Huang Shi,Drama|War,Radha Mitchell,Guang Li,2008,Australia,http://www.imdb.com/title/tt0889588/?ref_=fn_tt_tt_1
The Yards,Crime|Drama|Romance|Thriller,Charlize Theron,Ellen Burstyn,2000,USA,http://www.imdb.com/title/tt0138946/?ref_=fn_tt_tt_1
The Oogieloves in the Big Balloon Adventure,Adventure|Family|Fantasy|Musical,Chazz Palminteri,Garrett Clayton,2012,USA,http://www.imdb.com/title/tt1520498/?ref_=fn_tt_tt_1
By the Sea,Drama|Romance,Brad Pitt,Angelina Jolie Pitt,2015,USA,http://www.imdb.com/title/tt3707106/?ref_=fn_tt_tt_1
Steamboy,Action|Adventure|Animation|Family|Sci-Fi|Thriller,William Hootkins,Robin Atkin Downes,2004,Japan,http://www.imdb.com/title/tt0348121/?ref_=fn_tt_tt_1
The Game of Their Lives,Drama|History|Sport,Gerard Butler,Costas Mandylor,2005,USA,http://www.imdb.com/title/tt0354595/?ref_=fn_tt_tt_1
All Good Things,Crime|Drama|Mystery|Romance|Thriller,Ryan Gosling,Kirsten Dunst,2010,USA,http://www.imdb.com/title/tt1175709/?ref_=fn_tt_tt_1
Rapa Nui,Action|Adventure|Drama|History|Romance,Esai Morales,Jason Scott Lee,1994,USA,http://www.imdb.com/title/tt0110944/?ref_=fn_tt_tt_1
CJ7,Comedy|Family|Sci-Fi,Jiao Xu,Yuqi Zhang,2008,Hong Kong,http://www.imdb.com/title/tt0940709/?ref_=fn_tt_tt_1
Les couloirs du temps: Les visiteurs II,Comedy|Family|Fantasy|Sci-Fi,Christian Clavier,Philippe Nahon,1998,France,http://www.imdb.com/title/tt0120882/?ref_=fn_tt_tt_1
Dylan Dog: Dead of Night,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,Marco St. John,Laura Spencer,2010,USA,http://www.imdb.com/title/tt1013860/?ref_=fn_tt_tt_1
People I Know,Crime|Drama|Mystery,Al Pacino,Richard Schiff,2002,USA,http://www.imdb.com/title/tt0274711/?ref_=fn_tt_tt_1
The Doombolt Chase            ,Drama|Family,Peter Vaughan,George Coulouris,,UK,http://www.imdb.com/title/tt0166038/?ref_=fn_tt_tt_1
The Tempest,Comedy|Drama|Fantasy|Romance,Djimon Hounsou,Reeve Carney,2010,USA,http://www.imdb.com/title/tt1274300/?ref_=fn_tt_tt_1
Regression,Crime|Drama|Mystery|Thriller,Emma Watson,Aaron Ashmore,2015,Spain,http://www.imdb.com/title/tt3319920/?ref_=fn_tt_tt_1
The Touch,Romance|Short,Necar Zadegan,Traci Dinwiddie,2007,USA,http://www.imdb.com/title/tt1128219/?ref_=fn_tt_tt_1
Three Kingdoms: Resurrection of the Dragon,Action|Drama|History|War,Andy Lau,Sammo Kam-Bo Hung,2008,China,http://www.imdb.com/title/tt0882978/?ref_=fn_tt_tt_1
Shattered,Crime|Drama|Thriller,Gerard Butler,Nicholas Lea,2007,UK,http://www.imdb.com/title/tt0489664/?ref_=fn_tt_tt_1
Zambezia,Adventure|Animation|Comedy|Family,Leonard Nimoy,Phil LaMarr,2012,South Africa,http://www.imdb.com/title/tt1488181/?ref_=fn_tt_tt_1
Ramanujan,Biography|Drama|History,Mani Bharathi,Michael Lieber,2014,India,http://www.imdb.com/title/tt3037162/?ref_=fn_tt_tt_1
Dwegons and Leprechauns,Animation,Joey D. Vieira,Maggie Wheeler,2014,USA,http://www.imdb.com/title/tt1134666/?ref_=fn_tt_tt_1
Hands of Stone,Action|Biography|Drama|Sport,Robert De Niro,Jurnee Smollett-Bell,2016,Panama,http://www.imdb.com/title/tt1781827/?ref_=fn_tt_tt_1
Survivor,Action|Crime|Thriller,Milla Jovovich,Roger Rees,2015,USA,http://www.imdb.com/title/tt3247714/?ref_=fn_tt_tt_1
The Frozen Ground,Crime|Drama|Mystery|Thriller,Nicolas Cage,Radha Mitchell,2013,USA,http://www.imdb.com/title/tt2005374/?ref_=fn_tt_tt_1
The Painted Veil,Drama|Romance,Toby Jones,Sally Hawkins,2006,China,http://www.imdb.com/title/tt0446755/?ref_=fn_tt_tt_1
The Baader Meinhof Complex,Action|Biography|Crime|Drama,Moritz Bleibtreu,Alexandra Maria Lara,2008,Germany,http://www.imdb.com/title/tt0765432/?ref_=fn_tt_tt_1
Dances with Wolves,Adventure|Drama|Western,Mary McDonnell,Michael Spears,1990,USA,http://www.imdb.com/title/tt0099348/?ref_=fn_tt_tt_1
Bad Teacher,Comedy,Justin Timberlake,John Michael Higgins,2011,USA,http://www.imdb.com/title/tt1284575/?ref_=fn_tt_tt_1
Sea of Love,Crime|Drama|Mystery|Thriller,Al Pacino,Michael ONeill,1989,USA,http://www.imdb.com/title/tt0098273/?ref_=fn_tt_tt_1
A Cinderella Story,Comedy|Family|Romance,Dan Byrd,Lin Shaye,2004,USA,http://www.imdb.com/title/tt0356470/?ref_=fn_tt_tt_1
Scream,Horror|Mystery,David Arquette,W. Earl Brown,1996,USA,http://www.imdb.com/title/tt0117571/?ref_=fn_tt_tt_1
Thir13en Ghosts,Horror,Shannon Elizabeth,Embeth Davidtz,2001,USA,http://www.imdb.com/title/tt0245674/?ref_=fn_tt_tt_1
The Shining,Drama|Horror,Scatman Crothers,Shelley Duvall,1980,USA,http://www.imdb.com/title/tt0081505/?ref_=fn_tt_tt_1
Back to the Future,Adventure|Comedy|Sci-Fi,Lea Thompson,Thomas F. Wilson,1985,USA,http://www.imdb.com/title/tt0088763/?ref_=fn_tt_tt_1
House on Haunted Hill,Horror|Mystery|Thriller,Jeffrey Combs,Peter Gallagher,1999,USA,http://www.imdb.com/title/tt0185371/?ref_=fn_tt_tt_1
I Can Do Bad All by Myself,Comedy|Drama,Eric Mendenhall,Mary J. Blige,2009,USA,http://www.imdb.com/title/tt1385912/?ref_=fn_tt_tt_1
Fight Valley,Action|Drama,Kari J. Kramer,Erin OBrien,2016,USA,http://www.imdb.com/title/tt4280822/?ref_=fn_tt_tt_1
The Switch,Comedy|Drama|Romance,Caroline Dhavernas,Scott Elrod,2010,USA,http://www.imdb.com/title/tt0889573/?ref_=fn_tt_tt_1
Just Married,Comedy|Romance,Taran Killam,David Agranov,2003,USA,http://www.imdb.com/title/tt0305711/?ref_=fn_tt_tt_1
The Devils Double,Biography|Drama|Thriller,Mem Ferda,Dominic Cooper,2011,Belgium,http://www.imdb.com/title/tt1270262/?ref_=fn_tt_tt_1
"Gone, Baby, Gone            ",Comedy|Drama|Reality-TV|Romance,Nicole Snooki Polizzi,Jenni Jwoww Farley,,,http://www.imdb.com/title/tt1697237/?ref_=fn_tt_tt_1
Thomas and the Magic Railroad,Adventure|Comedy|Drama|Family|Fantasy,Mara Wilson,Colm Feore,2000,UK,http://www.imdb.com/title/tt0205461/?ref_=fn_tt_tt_1
The Crazies,Horror|Thriller,Radha Mitchell,Glenn Morshower,2010,USA,http://www.imdb.com/title/tt0455407/?ref_=fn_tt_tt_1
Spirited Away,Adventure|Animation|Family|Fantasy,Bunta Sugawara,RyA»nosuke Kamiki,2001,Japan,http://www.imdb.com/title/tt0245429/?ref_=fn_tt_tt_1
Firestorm,Action|Crime|Thriller,Andy Lau,Michael Wong,2013,China,http://www.imdb.com/title/tt3341072/?ref_=fn_tt_tt_1
The Bounty,Action|Adventure|Drama|History|Romance,Liam Neeson,Anthony Hopkins,1984,UK,http://www.imdb.com/title/tt0086993/?ref_=fn_tt_tt_1
The Book Thief,Drama|War,Emily Watson,Sophie NA©lisse,2013,USA,http://www.imdb.com/title/tt0816442/?ref_=fn_tt_tt_1
Sex Drive,Adventure|Comedy|Romance,Katrina Bowden,Michael Cudlitz,2008,USA,http://www.imdb.com/title/tt1135985/?ref_=fn_tt_tt_1
Leap Year,Comedy|Romance,Adam Scott,Kaitlin Olson,2010,USA,http://www.imdb.com/title/tt1216492/?ref_=fn_tt_tt_1
The Fall of the Roman Empire,Drama|History|War,James Mason,Mel Ferrer,1964,USA,http://www.imdb.com/title/tt0058085/?ref_=fn_tt_tt_1
Take Me Home Tonight,Comedy|Drama|Romance,Topher Grace,Michael Biehn,2011,USA,http://www.imdb.com/title/tt0810922/?ref_=fn_tt_tt_1
Wont Back Down,Drama,Holly Hunter,Rosie Perez,2012,USA,http://www.imdb.com/title/tt1870529/?ref_=fn_tt_tt_1
The Nutcracker,Family|Fantasy|Music,Darci Kistler,Kyra Nichols,1993,USA,http://www.imdb.com/title/tt0107719/?ref_=fn_tt_tt_1
Kansas City,Crime|Drama|Music|Thriller,Steve Buscemi,Jennifer Jason Leigh,1996,France,http://www.imdb.com/title/tt0116745/?ref_=fn_tt_tt_1
Indignation,Drama,Logan Lerman,Sarah Gadon,2016,USA,http://www.imdb.com/title/tt4193394/?ref_=fn_tt_tt_1
The Amityville Horror,Drama|Horror|Mystery|Thriller,Jimmy Bennett,ChloA« Grace Moretz,2005,USA,http://www.imdb.com/title/tt0384806/?ref_=fn_tt_tt_1
Adaptation.,Comedy|Drama,Nicolas Cage,Meryl Streep,2002,USA,http://www.imdb.com/title/tt0268126/?ref_=fn_tt_tt_1
Land of the Dead,Horror,Tony Nappo,Shawn Roberts,2005,Canada,http://www.imdb.com/title/tt0418819/?ref_=fn_tt_tt_1
Out of Inferno,Action,Louis Koo,Angelica Lee,2013,China,http://www.imdb.com/title/tt2957680/?ref_=fn_tt_tt_1
Fear and Loathing in Las Vegas,Adventure|Comedy|Drama,Johnny Depp,Michael Jeter,1998,USA,http://www.imdb.com/title/tt0120669/?ref_=fn_tt_tt_1
The Invention of Lying,Comedy|Fantasy|Romance,Jennifer Garner,Tina Fey,2009,USA,http://www.imdb.com/title/tt1058017/?ref_=fn_tt_tt_1
Neighbors,Comedy,Craig Roberts,Carla Gallo,2014,USA,http://www.imdb.com/title/tt2004420/?ref_=fn_tt_tt_1
The Mask,Action|Comedy|Crime|Fantasy,Peter Greene,Amy Yasbeck,1994,USA,http://www.imdb.com/title/tt0110475/?ref_=fn_tt_tt_1
Big,Comedy|Drama|Family|Fantasy|Romance,Tom Hanks,Jon Lovitz,1988,USA,http://www.imdb.com/title/tt0094737/?ref_=fn_tt_tt_1
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,Luenell,Ken Davitian,2006,USA,http://www.imdb.com/title/tt0443453/?ref_=fn_tt_tt_1
Legally Blonde,Comedy|Romance,Linda Cardellini,Raquel Welch,2001,USA,http://www.imdb.com/title/tt0250494/?ref_=fn_tt_tt_1
Star Trek III: The Search for Spock,Action|Adventure|Sci-Fi,Leonard Nimoy,Nichelle Nichols,1984,USA,http://www.imdb.com/title/tt0088170/?ref_=fn_tt_tt_1
The Exorcism of Emily Rose,Drama|Horror|Thriller,Tom Wilkinson,Colm Feore,2005,USA,http://www.imdb.com/title/tt0404032/?ref_=fn_tt_tt_1
Deuce Bigalow: Male Gigolo,Comedy|Romance,Amy Poehler,Eddie Griffin,1999,USA,http://www.imdb.com/title/tt0205000/?ref_=fn_tt_tt_1
Left Behind,Action|Drama|Fantasy|Mystery|Thriller,Nicolas Cage,Lea Thompson,2014,USA,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1
The Family Stone,Comedy|Drama|Romance,Craig T. Nelson,Paul Schneider,2005,USA,http://www.imdb.com/title/tt0356680/?ref_=fn_tt_tt_1
Barbershop 2: Back in Business,Comedy|Drama,Harry Lennix,Sean Patrick Thomas,2004,USA,http://www.imdb.com/title/tt0337579/?ref_=fn_tt_tt_1
Bad Santa,Comedy|Crime|Drama,Bernie Mac,Tony Cox,2003,USA,http://www.imdb.com/title/tt0307987/?ref_=fn_tt_tt_1
Austin Powers: International Man of Mystery,Comedy|Crime,Will Ferrell,Charles Napier,1997,USA,http://www.imdb.com/title/tt0118655/?ref_=fn_tt_tt_1
My Big Fat Greek Wedding 2,Comedy|Family|Romance,Nia Vardalos,Louis Mandylor,2016,USA,http://www.imdb.com/title/tt3760922/?ref_=fn_tt_tt_1
Diary of a Wimpy Kid: Rodrick Rules,Comedy|Family,Zachary Gordon,Rachael Harris,2011,USA,http://www.imdb.com/title/tt1650043/?ref_=fn_tt_tt_1
Predator,Action|Horror|Sci-Fi,Shane Black,Bill Duke,1987,USA,http://www.imdb.com/title/tt0093773/?ref_=fn_tt_tt_1
Amadeus,Biography|Drama|History|Music,Jeffrey Jones,F. Murray Abraham,1984,USA,http://www.imdb.com/title/tt0086879/?ref_=fn_tt_tt_1
Prom Night,Horror|Mystery,Ming-Na Wen,Scott Porter,2008,USA,http://www.imdb.com/title/tt0926129/?ref_=fn_tt_tt_1
Mean Girls,Comedy,Tina Fey,Amy Poehler,2004,USA,http://www.imdb.com/title/tt0377092/?ref_=fn_tt_tt_1
Under the Tuscan Sun,Comedy|Drama|Romance,Raoul Bova,Lindsay Duncan,2003,USA,http://www.imdb.com/title/tt0328589/?ref_=fn_tt_tt_1
Gosford Park,Drama|Mystery,Kristin Scott Thomas,Bob Balaban,2001,UK,http://www.imdb.com/title/tt0280707/?ref_=fn_tt_tt_1
The O.C.            ,Comedy|Drama|Romance,Peter Gallagher,Melinda Clarke,,USA,http://www.imdb.com/title/tt0362359/?ref_=fn_tt_tt_1
Peggy Sue Got Married,Comedy|Drama|Fantasy|Romance,Nicolas Cage,Kathleen Turner,1986,USA,http://www.imdb.com/title/tt0091738/?ref_=fn_tt_tt_1
Birdman or (The Unexpected Virtue of Ignorance),Comedy|Drama|Romance,Emma Stone,Naomi Watts,2014,USA,http://www.imdb.com/title/tt2562232/?ref_=fn_tt_tt_1
Blue Jasmine,Drama,Sally Hawkins,Charlie Tahan,2013,USA,http://www.imdb.com/title/tt2334873/?ref_=fn_tt_tt_1
United 93,Drama|History|Thriller,Christian Clemenson,David Alan Basche,2006,USA,http://www.imdb.com/title/tt0475276/?ref_=fn_tt_tt_1
Honey,Drama|Music|Romance,Christian Monzon,Mekhi Phifer,2003,USA,http://www.imdb.com/title/tt0322589/?ref_=fn_tt_tt_1
Glory,Drama|History|War,Denzel Washington,Morgan Freeman,1989,USA,http://www.imdb.com/title/tt0097441/?ref_=fn_tt_tt_1
Spy Hard,Action|Comedy,Hulk Hogan,Barry Bostwick,1996,USA,http://www.imdb.com/title/tt0117723/?ref_=fn_tt_tt_1
The Fog,Fantasy|Horror,Jamie Lee Curtis,Hal Holbrook,1980,USA,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1
Soul Surfer,Biography|Drama|Family|Sport,Dennis Quaid,Chris Brochu,2011,USA,http://www.imdb.com/title/tt1596346/?ref_=fn_tt_tt_1
Catch-22,Comedy|Drama|War,Bob Newhart,Bob Balaban,1970,USA,http://www.imdb.com/title/tt0065528/?ref_=fn_tt_tt_1
Observe and Report,Comedy|Crime|Drama,Collette Wolfe,Celia Weston,2009,USA,http://www.imdb.com/title/tt1197628/?ref_=fn_tt_tt_1
Conan the Destroyer,Action|Adventure|Fantasy,Mako,Olivia dAbo,1984,USA,http://www.imdb.com/title/tt0087078/?ref_=fn_tt_tt_1
Raging Bull,Biography|Drama|Sport,Robert De Niro,Cathy Moriarty,1980,USA,http://www.imdb.com/title/tt0081398/?ref_=fn_tt_tt_1
Love Happens,Drama|Romance,Judy Greer,Sasha Alexander,2009,USA,http://www.imdb.com/title/tt0899106/?ref_=fn_tt_tt_1
Young Sherlock Holmes,Adventure|Fantasy|Mystery|Thriller,Nicholas Rowe,Roger Ashton-Griffiths,1985,USA,http://www.imdb.com/title/tt0090357/?ref_=fn_tt_tt_1
Fame,Comedy|Drama|Musical|Romance,Kelsey Grammer,Kay Panabaker,2009,USA,http://www.imdb.com/title/tt1016075/?ref_=fn_tt_tt_1
127 Hours,Adventure|Biography|Drama|Thriller,James Franco,Treat Williams,2010,USA,http://www.imdb.com/title/tt1542344/?ref_=fn_tt_tt_1
Small Time Crooks,Comedy|Crime,Woody Allen,Jon Lovitz,2000,USA,http://www.imdb.com/title/tt0196216/?ref_=fn_tt_tt_1
Center Stage,Drama|Music|Romance,Amanda Schull,Susan May Pratt,2000,USA,http://www.imdb.com/title/tt0210616/?ref_=fn_tt_tt_1
Love the Coopers,Comedy,Olivia Wilde,Alex Borstein,2015,USA,http://www.imdb.com/title/tt2279339/?ref_=fn_tt_tt_1
Catch That Kid,Comedy|Crime,Kristen Stewart,Corbin Bleu,2004,USA,http://www.imdb.com/title/tt0337917/?ref_=fn_tt_tt_1
Life as a House,Drama,Ian Somerhalder,Hayden Christensen,2001,USA,http://www.imdb.com/title/tt0264796/?ref_=fn_tt_tt_1
Steve Jobs,Biography|Drama,Kate Winslet,Michael Fassbender,2015,UK,http://www.imdb.com/title/tt2080374/?ref_=fn_tt_tt_1
"I Love You, Beth Cooper",Comedy|Romance,Alan Ruck,Marie Avgeropoulos,2009,Canada,http://www.imdb.com/title/tt1032815/?ref_=fn_tt_tt_1
Youth in Revolt,Comedy|Drama|Romance,Steve Buscemi,Ari Graynor,2009,USA,http://www.imdb.com/title/tt0403702/?ref_=fn_tt_tt_1
The Legend of the Lone Ranger,Action|Adventure|Western,Jason Robards,Richard Farnsworth,1981,USA,http://www.imdb.com/title/tt0082648/?ref_=fn_tt_tt_1
The Tailor of Panama,Drama|Thriller,Daniel Radcliffe,Jamie Lee Curtis,2001,USA,http://www.imdb.com/title/tt0236784/?ref_=fn_tt_tt_1
Blow Out,Mystery|Thriller,Nancy Allen,Dennis Franz,1981,USA,http://www.imdb.com/title/tt0082085/?ref_=fn_tt_tt_1
Getaway,Action|Crime|Thriller,Rebecca Budig,Paul Freeman,2013,USA,http://www.imdb.com/title/tt2167202/?ref_=fn_tt_tt_1
The Ice Storm,Drama,Joan Allen,Kate Burton,1997,USA,http://www.imdb.com/title/tt0119349/?ref_=fn_tt_tt_1
And So It Goes,Comedy|Drama|Romance,Yaya DaCosta,Annie Parisse,2014,USA,http://www.imdb.com/title/tt2465146/?ref_=fn_tt_tt_1
Troop Beverly Hills,Adventure|Comedy,Craig T. Nelson,Shelley Long,1989,USA,http://www.imdb.com/title/tt0098519/?ref_=fn_tt_tt_1
Being Julia,Comedy|Drama|Romance,Miriam Margolyes,Shaun Evans,2004,Canada,http://www.imdb.com/title/tt0340012/?ref_=fn_tt_tt_1
9Â½ Weeks,Drama|Romance,David Margulies,Karen Young,1986,USA,http://www.imdb.com/title/tt0091635/?ref_=fn_tt_tt_1
Dragonslayer,Action|Adventure|Fantasy,Ian McDiarmid,Ralph Richardson,1981,USA,http://www.imdb.com/title/tt0082288/?ref_=fn_tt_tt_1
The Last Station,Biography|Drama|Romance,David Masterson,Kerry Condon,2009,Germany,http://www.imdb.com/title/tt0824758/?ref_=fn_tt_tt_1
Ed Wood,Biography|Comedy|Drama,Johnny Depp,Bill Murray,1994,USA,http://www.imdb.com/title/tt0109707/?ref_=fn_tt_tt_1
Labor Day,Drama,J.K. Simmons,Kate Winslet,2013,USA,http://www.imdb.com/title/tt1967545/?ref_=fn_tt_tt_1
Mongol: The Rise of Genghis Khan,Adventure|Biography|Drama|History|War,Tadanobu Asano,Khulan Chuluun,2007,Russia,http://www.imdb.com/title/tt0416044/?ref_=fn_tt_tt_1
RocknRolla,Action|Crime|Thriller,Tom Hardy,Gerard Butler,2008,UK,http://www.imdb.com/title/tt1032755/?ref_=fn_tt_tt_1
Megaforce,Action|Sci-Fi,Barry Bostwick,Michael Beck,1982,USA,http://www.imdb.com/title/tt0084316/?ref_=fn_tt_tt_1
Hamlet,Drama,Julie Christie,Brian Blessed,1996,UK,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1
Maos Last Dancer,Biography|Drama|Music|Romance,Bruce Greenwood,Suzie Steen,2009,Australia,http://www.imdb.com/title/tt1071812/?ref_=fn_tt_tt_1
Midnight Special,Adventure|Drama|Sci-Fi|Thriller,Kirsten Dunst,Sam Shepard,2016,Greece,http://www.imdb.com/title/tt2649554/?ref_=fn_tt_tt_1
Anything Else,Comedy|Romance,Woody Allen,Stockard Channing,2003,USA,http://www.imdb.com/title/tt0313792/?ref_=fn_tt_tt_1
